x,y,z,T
0.0146926874,0.0274733324,-40.7777557,0
-0.0127803115,-0.0135306539,-66.6354675,0
0.0181246139,-0.00172296551,-34.9613419,0
-0.0260726232,-0.00644271774,-1.44423246,0
-0.00550463889,0.0103425179,-107.371124,0
-0.0059680664,0.0099628875,81.7945557,0
0.0100054098,-0.0103461249,-14.6519499,0
-0.0119109452,-0.00549525814,20.9869595,0
-0.00327947084,-0.0234656036,16.3911552,0
-0.0291334428,-0.00511388993,25.917038,0
0.00107064692,0.00925400853,-11.4896517,0
0.0256280061,0.00851280335,-30.6730003,0
-0.0232312325,0.00364567921,-78.4297867,0
0.0207640249,0.00833125971,-37.5236855,0
0.021394968,0.016882183,-75.3881607,0
0.00936877262,0.0124968383,35.4826775,0
0.00485841464,-0.00771644711,21.8071785,0
-0.0217187013,-0.0188352149,123.779411,0
-0.00944982469,-0.00291823572,57.625473,0
-0.0405769348,-0.000836453692,-19.8020573,0
0.0116593493,-0.00301881321,-95.516777,0
-0.0143422037,-0.0203347523,14.1334143,0
-0.0113003263,0.00613523135,-3.01766825,0
0.0177468397,-0.00519010238,39.8122292,0
0.0145279691,0.00140992692,62.3294296,0
0.0261409115,0.00741347391,29.5769386,0
0.00629035896,0.0307074413,11.3213787,0
0.0299665723,-0.118846841,-16.2630329,0
-0.0152813243,-0.0326338448,7.94818783,0
0.015488713,-0.0010006791,33.8958702,0
0.00788684655,0.0121172797,-48.0015526,0
-0.0307632256,0.0172925107,27.5403805,0
0.0175145306,0.00972847361,38.298645,0
-0.0216207895,-0.0292334817,11.7354174,0
0.00604276685,0.0206599068,-20.032074,0
-0.0278037526,-0.0391499735,24.3562241,0
-0.0203761272,-0.0109202554,57.4337578,0
-0.0210620705,-0.021861881,45.422554,0
-0.0128370794,0.0211953558,-24.0115814,0
-0.0125281764,-0.0248882938,-81.2790375,0
-0.0108929547,0.0245811138,-41.2215118,0
0.0129334209,0.016502209,30.6937675,0
0.0620456263,0.0379456878,12.7248793,0
0.067559883,0.0471221246,47.7167816,0
0.0264723655,-0.0218797978,-46.3722229,0
0.0287250783,-0.00290784356,-11.7133198,0
0.00593691133,0.0309979804,-50.7920914,0
0.00563265709,0.0206968654,96.9044266,0
-0.020447474,0.0064876792,93.8517151,0
0.0394010022,0.057488244,46.8958549,0
0.00212607626,-0.0506520942,-28.2472076,0
0.0134481881,0.0193834193,-68.2071838,0
-0.0251836181,0.0547514111,9.02194309,0
-0.0441801623,0.0187807661,-15.6692867,0
0.0171042476,0.0370391719,-86.0479126,0
0.00339354342,-0.0529545732,-19.3498344,0
-0.0236887895,-0.0902934447,-108.585037,0
0.027497692,-0.029823225,42.2106781,0
0.00303637702,0.0190753397,52.6786766,0
0.143543094,0.0393789262,110.789368,0
-0.12536867,-0.031998463,-38.9904175,0
-0.00390846096,0.00498335296,21.177206,0
0.0508294925,0.0220052544,-53.8704224,0
0.0924407318,-0.00973383151,-57.2407341,0
-0.00842710305,-0.0388828404,1.67710376,0
0.0160307586,-0.0205561481,135.152344,0
