x,y,z,T
0.0037057295,-0.0077707204,57.251297,0
0.0179253872,-0.0234249346,-66.0440063,0
2.29780726e-05,0.00366664375,-24.5073547,0
0.0148179187,-0.0121811442,-15.3769484,0
0.00356978318,-0.00753221195,-91.1141434,0
-0.00549392542,-0.00345429848,-63.658371,0
-0.00121649716,0.00346150179,64.9487305,0
-0.005870061,-0.0117562003,-11.3680344,0
0.0156333372,0.000684128318,3.99450207,0
-0.0012747295,0.0180671383,45.894165,0
0.00201831595,-0.0124166254,-87.6139679,0
-0.0101652863,-0.0159890689,11.9690123,0
-0.0175810866,0.0208723471,-65.1546173,0
-0.0174414609,-0.00476410333,-56.9519081,0
-0.0107691959,0.00677885767,-50.7509499,0
0.0139516937,-0.0151213547,18.2216988,0
0.0231346674,-0.00172359217,-4.40013742,0
0.00277325511,-0.0181911886,-23.4836082,0
2.88469382e-05,-0.0141133396,103.672249,0
0.0148034906,0.00169228553,2.23986626,0
-0.0290197562,0.0239102207,3.7370615,0
-0.018319482,-0.00230349996,79.4372482,0
0.0305857193,0.00466858316,5.63781452,0
-0.0313612968,-0.00591715286,-36.8931389,0
-2.81541252e-05,-0.00231020595,-65.6518402,0
-0.00481079379,0.0152299777,-13.2927532,0
0.0136875892,0.0207196139,-114.870087,0
-0.0195926446,-0.00816336088,-3.04783487,0
0.0125127826,0.0271509308,1.23009133,0
0.0176706128,-0.00256154337,98.3440323,0
-0.0224163607,0.015075597,53.0705299,0
0.0248080604,0.0164868049,92.2260666,0
-0.0207330063,-0.00924034789,13.4118767,0
0.0483615398,-0.0120998286,8.51516819,0
-0.0284382962,-0.0269369557,12.5976505,0
0.00921830907,0.0426185839,20.6298904,0
0.0144286044,-0.0196092054,10.0743427,0
-0.0315470919,0.0435700156,33.2091789,0
0.0331361331,0.00432024896,-43.3045959,0
-0.00183635845,-0.0114775067,-1.6294204,0
-0.0547772236,0.0232263077,-25.5204983,0
0.0119658085,0.0180857908,-32.6967316,0
0.00705619808,-0.00203636126,-63.9028511,0
0.0657692999,-0.0321186222,-21.7055626,0
0.0351027548,-0.00600740779,50.7986336,0
0.00813759584,-0.0492451191,70.3307953,0
-0.0596709736,0.1072919,15.6825476,0
-0.00307923625,-0.0170675851,90.1149826,0
0.027508406,0.0207714904,41.2952995,0
-0.0208972823,0.000665294123,35.2686882,0
-0.0545160733,-0.0146964686,-49.3694992,0
-0.0255865697,-0.004614037,1.95913506,0
-0.0600018539,-0.0522348136,-7.54145908,0
0.00735774776,-0.00134555751,2.88396239,0
0.00921558216,0.0134614194,-76.7468185,0
0.0455158129,-0.00216448144,104.608559,0
-0.0119896652,-0.012345558,49.8845749,0
0.0789374486,0.0909655318,15.1949205,0
-0.0321486071,0.0472705029,-34.8949051,0
0.0352169871,-0.0266776606,-26.2705517,0
-0.0349799432,-0.00803450029,87.9905777,0
-0.0177766159,0.0600780696,28.0084629,0
0.0288408715,0.00301816966,-77.0900116,0
0.0362479053,-0.0564506985,-19.4432373,0
-0.0351542756,-0.102683865,42.2560997,0
0.0218919441,-0.0854188427,-4.0543232,0
-0.106755167,0.0610716268,5.2095294,0
0.000920298568,0.00143364386,-27.9497757,0
0.0233648438,-0.00660844473,131.382111,0
-0.0268179551,0.0225546304,-47.565155,0
-0.0244351141,0.0241944809,-14.9002485,0
0.0308149122,0.0271691326,-5.58816576,0
-0.0142058684,-0.0376395993,19.7165756,0
0.0202168841,0.0255840626,-52.8253555,0
-0.027293995,0.0399828106,-122.458199,0
-0.019687416,-0.0183607582,-39.1489716,0
-0.131723285,0.0239945259,35.0457077,0
-0.0304211341,-0.0214754585,-80.0448761,0
