x,y,z,T
0.00964310765,0.00870967004,5.11306906,0
-0.0121595766,-0.00511131063,22.2264423,0
-0.0109388661,0.00527468696,15.3266077,0
0.0399479829,0.00629088888,56.614769,0
0.0108661363,-0.00799552258,30.3250465,0
0.0173026435,-0.00220720633,-72.212944,0
-0.000161453994,0.0143130748,106.819687,0
0.0035383678,0.0312955268,-29.8150272,0
-0.00345857209,0.0286360383,-4.52206612,0
0.027848782,0.00298615335,59.9889488,0
0.0103589036,0.00807343703,-8.43580723,0
0.00203587045,-0.00370456045,23.4447231,0
-0.00954392273,0.0121590775,1.41373122,0
0.0123860277,0.00718368683,-57.4599838,0
-0.013520753,0.00904433709,86.8316498,0
0.0217662714,-0.0150630893,-28.4724236,0
0.0202369262,0.0127353733,-39.7204056,0
-0.0110951969,-0.00115331088,-26.5368061,0
-0.0255610924,-0.00437867222,-35.4108315,0
0.0261305589,-0.00510123279,-12.7408648,0
0.0274170488,-0.0174191799,-2.35959673,0
0.0126863392,-0.00559057761,1.20657992,0
0.00808934774,-0.0388289578,30.8576336,0
0.0140713062,0.0398515947,-97.7475357,0
0.0158468578,-0.0294189565,-66.9873276,0
-0.0037860279,0.0247794744,-76.7268219,0
0.0276505146,0.00361481099,26.4211521,0
-0.0204979442,0.0262429491,18.5948734,0
0.00279125758,0.0142825516,80.0531769,0
0.0376196019,-0.0500526652,100.012161,0
-0.0356258489,0.00693686865,-22.2509899,0
0.00486371014,0.016514916,10.4080095,0
0.0343674831,0.00876134355,88.2317963,0
0.0305293184,-0.0273966044,24.2473774,0
-0.00437921053,0.00593623519,49.2904015,0
0.00506858667,0.0533241704,-19.3129044,0
-0.0212519672,-0.0354704447,-13.7403755,0
-0.017860204,-0.0304013118,-67.6211243,0
0.00175770628,0.0316668116,-90.2439423,0
-0.0103730261,-0.0120992344,-38.9874191,0
0.00972415414,-0.0133192595,-70.5773392,0
0.0130067123,-0.00579122687,-34.7177238,0
-0.0373177305,0.110330775,4.36623621,0
-0.0576116517,-0.0543473698,75.4965515,0
0.00288984738,0.0207603984,-9.29842854,0
-0.0419649072,-0.0405729935,-31.6351891,0
0.00467120763,0.013163846,68.2828445,0
-0.0385588147,0.00371599849,45.4692764,0
0.00821017846,-0.0588025153,-20.6149521,0
-0.0500755571,0.0697125643,29.7225952,0
-0.0429449938,-0.0644840449,100.543091,0
0.0526045486,0.0229292903,17.7710495,0
-0.00980472192,-0.0132121369,-5.70317554,0
-0.00066480384,-0.0128915003,6.24890947,0
0.0357400253,0.0311908163,-43.9707909,0
-0.0340224355,0.00456515187,-115.459457,0
-0.0506814085,-0.0599417724,-0.395150423,0
0.0121286232,-0.0132403057,-100.97628,0
0.00809587259,0.00947515946,28.1705914,0
-0.0169220809,-0.0144599583,-21.1888905,0
0.0224961527,0.0210439302,36.2928619,0
-0.0110328021,-0.0175703149,25.5465183,0
0.0243272316,-0.0333111249,34.8611031,0
-0.0527381003,0.00464374758,-66.4000931,0
-0.0182727035,0.0358456448,-10.1153116,0
0.0590232946,-0.0283163022,-50.8426857,0
0.0676683113,-0.0103260297,90.5359344,0
-0.0820118263,0.0419641919,-3.04815698,0
-0.0756479427,-0.0398188494,-43.2702522,0
-0.0258797854,-0.0376998335,-139.483307,0
0.0296279546,-0.0242784806,-122.553581,0
0.00608646963,0.0241626669,-109.791664,0
0.0301435962,-0.0760736391,10.8304396,0
-0.0895364285,0.18995975,-42.7124481,0
0.0171502177,-0.0315504409,-60.7641106,0
-0.0483312458,-0.0888283998,19.9014072,0
-0.100169629,0.0121211391,-64.7444229,0
-0.111688256,-0.0295762848,3.40522051,0
-0.0473356657,0.0759088695,-59.7537346,0
-0.0647678003,0.0660167709,42.3606377,0
-0.00768099073,0.057412684,-48.3950539,0
0.0549444966,0.0187235717,-79.4069672,0
-0.064406313,0.0380087271,12.9023561,0
0.0648741052,-0.002837023,105.591393,0
