x,y,z,T
-0.0165359229,-0.0142849255,-15.7793846,0
0.00227137282,0.00831976999,8.98923492,0
-0.0051047313,-0.00515036006,-80.7083282,0
-0.0048357998,0.0117120594,40.025177,0
-0.00759463524,-0.00144703675,-49.1029015,0
-0.0206467137,-0.0015392456,-0.151783437,0
-0.00694794068,0.0149406167,12.0363741,0
0.0124780023,0.00240484113,32.5620651,0
-0.012181934,-0.00685454812,-138.212051,0
-0.0371771343,0.00936215837,30.1706524,0
-0.0017767594,-0.0203631371,-24.6374912,0
0.0132209575,-0.000538734545,117.694496,0
-0.00958211068,0.00231944746,-66.0865479,0
0.0185048766,0.00101582019,-61.2056961,0
0.00653480925,0.00091513223,-46.7128067,0
0.00595409237,-0.00545249274,-83.672142,0
0.0491134562,0.0139448335,58.0293159,0
0.00524489721,0.0310497433,-28.3490105,0
-0.00362236309,0.017947536,105.048264,0
-0.00877161976,-0.00259994855,85.4053497,0
0.0205476694,-0.00968645327,6.48567343,0
0.000414222566,-0.015138967,51.8698654,0
-0.00652664155,0.0143207032,103.382446,0
-0.0244476944,-0.00232872111,-71.4842682,0
-0.00665788492,0.0108995074,-9.00606441,0
0.00908852834,-0.0356269479,19.8974323,0
-0.0134248594,-0.00860315375,60.333004,0
-0.00281108357,-0.0112705035,-69.0471954,0
-0.0106568318,0.0539271086,-22.1646385,0
0.0141627826,0.0130414758,-31.0171318,0
0.0173100922,0.0179531537,-97.8310394,0
-0.0132577419,-0.0120078335,-10.9386406,0
0.0226758923,0.00145612471,27.5309391,0
0.015548571,-0.00581645966,-49.4158325,0
-0.0115364352,-0.017222546,29.7060261,0
-0.0219287705,0.0109374477,25.3651257,0
-0.024947064,-0.0191138368,-101.457054,0
-0.0148285925,-0.0421645641,-3.90025306,0
0.00594350649,0.0136250965,-41.7510948,0
-0.00683628488,-0.0012103006,-50.4312897,0
-0.0193987321,-0.0150526147,10.8342781,0
-0.0196509473,0.0440537222,-11.6343184,0
0.0386859961,0.000702653138,38.5081711,0
-0.00753999129,-0.0309201069,-21.6307926,0
-0.0327765532,0.257171303,63.231369,0
-0.0441611223,-0.0382151492,-17.4214897,0
-0.0159350727,0.0364019349,20.1430244,0
0.011886185,-0.0346751809,62.2619858,0
0.0110632461,-0.0306069367,2.31734443,0
0.0682554245,0.0363512188,-100.637337,0
-0.0426329821,-0.0355274267,-54.8116913,0
-0.00850151572,-0.0139465798,33.3661156,0
-0.0443138257,-0.0105346441,-1.31552768,0
0.0307935346,0.0112203481,9.22142792,0
0.0768176243,-0.00924042519,-33.3950768,0
0.0163163934,0.014795118,61.1071396,0
-0.00889221858,-0.0161160901,-3.37551308,0
0.00157083687,-0.030991707,22.4536381,0
0.000731968146,-0.0387095548,-51.9732437,0
0.0441468023,-0.0163223036,28.7483654,0
-0.0338551588,-0.0460925065,3.94355774,0
0.0370717086,-0.0311120693,8.2777462,0
-0.0211043116,-0.0922537446,-13.3750944,0
-0.0609179921,-0.0347473547,-42.6212196,0
-0.0664204359,-0.103169054,-2.70337582,0
0.0202117246,0.027330678,-27.0181332,0
-0.0831093937,0.00323862559,-104.702286,0
0.00642903848,-0.0563587025,114.062729,0
0.0334832668,0.0588655137,22.1371136,0
0.0177096315,0.0200417656,-132.068619,0
0.00807136018,0.0463956073,64.8569946,0
-0.0187022034,0.0148367109,88.2980957,0
-0.00708905933,-0.0687359497,24.2492695,0
0.0636808574,0.0951127708,82.6165314,0
