x,y,z,T
-0.0227617528,-0.0202614628,-15.7842255,0
0.0142749986,0.0195628908,8.99877167,0
-0.00860157143,-0.00285116187,-80.6882248,0
-0.00567349326,0.00402612519,-49.1096497,0
-0.000153670058,0.0157511011,40.0128479,0
0.0101343645,0.00167558854,32.5649147,0
-0.0204884205,-0.012005724,-0.137755543,0
-0.0240241978,-0.0049758018,30.1619797,0
-0.0110243931,0.0204261541,12.030364,0
-0.0187677816,0.00381377805,-71.4513702,0
0.0265652332,0.0064244424,-61.2132988,0
-0.00808264967,-0.00771012576,-138.2061,0
0.00244492013,-0.00294111227,-28.3711071,0
-0.0122061269,0.00787870213,-66.0931625,0
-0.0126981298,0.013255585,117.718117,0
-0.0138858166,-0.0357641429,-24.6412163,0
0.0187389087,-0.0170272663,58.0201073,0
0.0102772126,0.0121477665,105.039459,0
-0.00248415535,-0.0352403075,85.3869629,0
0.00359425717,-0.00233844458,-46.7412186,0
0.0285060834,-0.0235199016,-83.6507797,0
-0.00817463733,-0.0056766998,-69.0510712,0
-0.0143750226,0.0223145895,25.2953167,0
0.000633242424,0.0676962212,-22.1582127,0
0.00718175946,-0.00919817574,6.51589775,0
-0.014823827,-0.00539020821,51.8675461,0
-0.000865112466,0.0447998345,20.1201897,0
-0.0253621321,-0.016021641,-17.4197178,0
-0.0109412074,-0.057498835,-97.788765,0
-0.0510818474,-0.00338653079,103.384048,0
0.0156078069,0.0119935032,-8.98153877,0
-0.0248275436,-0.0215675421,-101.461655,0
0.00942062493,-0.00321966875,-49.402153,0
0.0346531123,0.00375383603,-31.0054512,0
-0.00173418818,-0.0130255315,-10.9238338,0
-1.80444895e-05,-0.00495988363,9.34969139,0
0.00773386518,0.0564291142,19.9799423,0
-0.026410507,-0.00306709949,60.3439713,0
0.0235936735,-0.0189342126,-50.4460106,0
-0.0091169877,0.0111610014,-11.6371012,0
-0.027697375,0.00774153322,-41.7804489,0
0.0165941641,0.00995511282,27.5322113,0
-0.00875685737,0.0160518028,-13.4189081,0
-0.0285656396,-0.00525417412,-3.37708092,0
-0.0153378714,-0.000767178251,29.6913166,0
-0.0152259395,-0.0509817787,-54.790657,0
0.02219164,-0.00728197629,38.5104866,0
-0.0109258415,0.0108904857,-21.6931038,0
-0.0338401198,-0.0305460282,10.8113756,0
-0.0302737709,0.0222961176,22.1925087,0
0.0354296193,-0.0231398977,2.36224389,0
-0.0541976951,-0.0740691945,-3.84881115,0
0.012279287,-0.0261464678,24.2914257,0
0.048330944,0.0193231553,-33.3998985,0
0.0236781612,-0.0736271515,62.2867432,0
0.0178774688,0.0139224734,61.096817,0
0.0300167464,-0.0285573397,28.7659492,0
-0.00226936443,-0.00660440931,74.3444824,0
0.00802096445,0.0670073479,-42.4955101,0
0.00333509594,-0.0271716341,-27.0462494,0
-0.0268039964,0.0273274407,-29.2790985,0
0.0109961722,-0.00594073813,-100.575775,0
0.0177470986,0.0723758936,33.3645859,0
-0.0288394783,-0.0399438627,-104.538361,0
-0.0362346731,-0.0478186645,-51.8788185,0
0.0250831265,0.0206875708,113.999001,0
-0.0378410891,-0.0293352399,-1.33174086,0
0.0136621278,-0.0458553471,3.92674828,0
-0.0174879003,-0.0999615937,8.37397099,0
0.0243579652,-0.0834610015,-2.57557178,0
0.00713581266,-0.0101809632,64.8630447,0
0.0309871193,0.0292926449,-132.03511,0
